copy_to_clipboard 2Theta I_sum I_diff

  2Theta     I_plus   sI_plus    I_minus  sI_minus      I_sum     I_diff
   47.37  203.95770  21.17870  203.39850  21.16000  407.35620    0.55920
   47.42  204.33569  21.10963  206.83690  21.23300  411.17259   -2.50121
   47.47  203.41535  21.13118  203.88330  21.16000  407.29865   -0.46795
   47.52  198.74086  20.96626  204.63090  21.25000  403.37176   -5.89004
   47.57  198.15028  20.91777  205.75170  21.28100  403.90198   -7.60142
   47.62  202.90275  21.16584  201.59010  21.11200  404.49285    1.31265
   47.67  198.50209  20.90192  203.92720  21.16400  402.42929   -5.42511
   47.72  196.83313  20.78644  201.49000  21.01400  398.32313   -4.65687
   47.77  202.26788  21.20978  208.57460  21.51100  410.84248   -6.30672
   47.82  200.20484  21.14378  205.95880  21.42100  406.16364   -5.75396
   47.87  205.30333  21.12110  205.62650  21.14500  410.92983   -0.32317
   47.92  206.97324  21.68681  208.89680  21.78500  415.87004   -1.92356
   47.97  200.97964  21.01982  209.65440  21.42900  410.63404   -8.67476
   48.02  204.89929  21.36055  204.82060  21.36500  409.71989    0.07869
   48.07  202.82960  21.06009  210.88430  21.43800  413.71390   -8.05470
   48.12  203.94194  21.69421  213.20700  22.13800  417.14894   -9.26506
   48.17  204.36501  21.00489  209.00220  21.22500  413.36721   -4.63719
   48.22  204.14225  21.34820  212.70500  21.75200  416.84725   -8.56275
   48.27  210.07617  21.67824  212.58330  21.80200  422.65947   -2.50713
   48.32  205.83796  21.29227  209.51250  21.47000  415.35046   -3.67454
   48.37  204.37755  22.05771  209.14750  22.29500  413.52505   -4.76995
   48.42  206.95855  21.86129  211.52120  22.08400  418.47975   -4.56265
   48.47  209.40051  22.04736  214.03580  22.27200  423.43631   -4.63529
   48.52  205.81296  20.91573  217.13010  21.43000  422.94306  -11.31714
   48.57  208.24914  21.82600  212.80950  22.04700  421.05864   -4.56036
   48.62  209.78466  21.59537  214.73510  21.83000  424.51976   -4.95044
   48.67  208.94076  21.51267  216.04890  21.84500  424.98966   -7.10814
   48.72  208.98428  20.94895  213.25470  21.14700  422.23898   -4.27042
   48.77  208.05397  21.38647  217.24080  21.81200  425.29477   -9.18683
   48.82  208.43040  20.81372  214.74100  21.10100  423.17140   -6.31060
   48.87  209.84324  20.86046  215.32950  21.11100  425.17274   -5.48626
   48.92  209.55400  20.14353  216.91930  20.46500  426.47330   -7.36530
   48.97  209.95315  18.47596  214.93380  18.67800  424.88695   -4.98065
   49.02  209.44681  36.38497  217.40040  37.01200  426.84721   -7.95359
   49.07  211.81480  34.85255  215.02830  35.10100  426.84310   -3.21350
   49.12  211.46283  21.32521  217.93250  21.62300  429.39533   -6.46967
   49.17  209.95083  21.66032  211.27210  21.72900  421.22293   -1.32127
   49.22  209.92303  20.02912  214.88040  20.24700  424.80343   -4.95737
   49.27  207.18027  20.61721  212.41310  20.85700  419.59337   -5.23283
   49.32  209.85029  20.83908  212.56790  20.96800  422.41819   -2.71761
   49.37  211.06548  21.16989  210.26570  21.14200  421.33118    0.79978
   49.42  207.92319  21.24571  210.16310  21.35500  418.08629   -2.23991
   49.47  203.77200  21.05640  215.35250  21.59100  419.12450  -11.58050
   49.52  204.06761  20.98127  212.40350  21.36800  416.47111   -8.33589
   49.57  207.19116  21.21063  209.78290  21.33700  416.97406   -2.59175
   49.62  208.13923  21.28655  209.99510  21.38000  418.13433   -1.85587
   49.67  201.93324  20.85582  209.93170  21.22900  411.86494   -7.99846
   49.72  206.31874  21.50933  207.16850  21.55700  413.48724   -0.84976
   49.77  206.31232  21.08751  209.86380  21.25600  416.17612   -3.55148
   49.82  206.07125  21.31930  212.64350  21.62900  418.71475   -6.57225
   49.87  205.49163  21.10968  214.38140  21.52100  419.87303   -8.88977
   49.92  205.77221  21.26033  208.64240  21.40100  414.41461   -2.87019
   49.97  203.99864  20.99366  209.57560  21.25700  413.57424   -5.57696
   50.02  205.08429  21.33178  207.64630  21.45900  412.73059   -2.56201
   50.07  203.75786  21.18676  202.98490  21.15900  406.74276    0.77296
   50.12  207.00614  21.29999  205.35150  21.23200  412.35764    1.65464
   50.17  205.10852  21.20195  203.31220  21.12700  408.42072    1.79632
   50.22  204.87510  21.43385  206.75920  21.53000  411.63430   -1.88410
   50.27  201.26782  20.58790  205.42920  20.78500  406.69702   -4.16138
   50.32  204.56059  21.41233  200.57840  21.23300  405.13899    3.98219
   50.37  201.80185  20.87206  204.74760  21.01600  406.54945   -2.94575
   50.42  204.52305  21.16436  205.07050  21.19700  409.59355   -0.54745
   50.47  204.71911  21.02640  205.41790  21.06600  410.13701   -0.69879
   50.57  208.24230  21.54311  207.68710  21.52600  415.92940    0.55520
   50.72  205.73667  21.36711  206.56950  21.41400  412.30617   -0.83283
   50.82  201.71594  21.35312  203.84120  21.46300  405.55714   -2.12526
   50.87  201.97285  20.90170  205.30330  21.06300  407.27615   -3.33045
   50.92  206.08252  21.72347  206.71990  21.76200  412.80242   -0.63738
   50.97  202.72493  20.75995  203.78090  20.81600  406.50583   -1.05597
   51.02  205.15380  21.35752  202.48340  21.24000  407.63720    2.67040
   51.07  202.78614  20.86082  206.78750  21.05200  409.57364   -4.00136
   51.12  205.11158  21.59459  202.69810  21.48900  407.80968    2.41348
   51.17  204.07439  20.93735  209.00080  21.17000  413.07519   -4.92641
   51.22  199.20293  21.51204  206.01570  21.84700  405.21863   -6.81277
   51.27  202.16289  20.94041  211.24880  21.36400  413.41169   -9.08591
   51.32  204.69520  21.37916  205.42430  21.42100  410.11950   -0.72910
   51.37  203.94655  20.88115  204.38620  20.90900  408.33275   -0.43965
   51.42  208.64856  21.98347  201.80630  21.66700  410.45486    6.84226
   51.47  207.13137  21.21158  209.65460  21.33400  416.78597   -2.52323
   51.52  200.97745  21.04327  203.81410  21.18400  404.79155   -2.83665
   51.57  201.81253  22.22766  201.23120  22.20700  403.04373    0.58133
   51.62  205.85952  22.09509  203.66310  21.99800  409.52262    2.19642
   51.67  202.59511  21.70360  206.39350  21.89300  408.98861   -3.79839
   51.72  205.19081  21.30226  203.51190  21.23200  408.70271    1.67891
   51.77  200.31759  21.21028  203.29710  21.35900  403.61469   -2.97951
   51.82  207.19584  21.10141  204.04520  20.96500  411.24104    3.15064
   51.87  205.18501  21.69798  205.91320  21.74100  411.09821   -0.72819
   51.92  205.63359  20.83300  201.11110  20.63500  406.74469    4.52249
   51.97  201.60356  21.40560  204.76190  21.56300  406.36546   -3.15834
   52.02  200.74795  20.91730  205.45940  21.14300  406.20735   -4.71145
   52.07  206.71253  21.34972  202.35590  21.15500  409.06843    4.35663
   52.12  203.28962  20.98920  204.12860  21.03500  407.41822   -0.83898
   52.17  203.31400  21.27452  204.89420  21.35600  408.20820   -1.58020
   52.22  204.97930  20.73726  206.75200  20.82500  411.73130   -1.77270
   52.27  204.22108  21.62209  205.55060  21.69300  409.77168   -1.32952
   52.32  208.23047  21.25144  208.87490  21.28900  417.10537   -0.64443
   52.37  201.59551  21.09857  205.22360  21.27600  406.81911   -3.62809
   52.42  204.30256  21.04114  210.42920  21.32900  414.73176   -6.12664
   52.47  206.58529  21.39448  206.54690  21.40100  413.13219    0.03839
   52.52  207.90198  20.84236  202.39560  20.60100  410.29758    5.50638
   52.57  204.91831  21.33759  204.63740  21.33300  409.55571    0.28091
   52.62  206.56170  21.38634  202.87400  21.22300  409.43570    3.68770
   52.67  202.73527  21.41110  205.67360  21.55700  408.40887   -2.93833
   52.72  207.25078  21.15592  205.24710  21.07200  412.49788    2.00368
   52.77  210.79290  21.61198  203.41990  21.27800  414.21280    7.37300
   52.82  206.54692  21.14654  205.65980  21.11400  412.20672    0.88712
   52.87  207.52608  21.35926  205.81240  21.28900  413.33848    1.71368
   52.92  208.87512  21.21488  208.86280  21.22300  417.73792    0.01232
   52.97  207.48978  21.61201  212.58450  21.85600  420.07428   -5.09472
   53.02  207.12105  21.07640  208.49070  21.14600  415.61175   -1.36965
   53.07  210.55819  21.63189  209.17640  21.57600  419.73459    1.38179
   53.12  206.29520  21.31349  208.55610  21.42500  414.85130   -2.26090
   53.17  208.81074  21.54113  209.43080  21.57700  418.24154   -0.62006
   53.22  204.94541  20.92722  211.95700  21.25300  416.90241   -7.01159
   53.27  211.00231  21.91470  211.05200  21.92600  422.05431   -0.04969
   53.32  204.76094  21.18310  210.42230  21.45100  415.18324   -5.66136
   53.37  211.35942  21.81869  209.24850  21.72900  420.60792    2.11092
   53.42  205.00762  21.58151  205.99500  21.63600  411.00262   -0.98738
   53.47  212.67127  21.55549  212.85150  21.57100  425.52277   -0.18023
   53.52  215.18569  21.70166  211.82430  21.55900  427.00999    3.36139
   53.57  212.11021  21.92216  212.79090  21.96200  424.90111   -0.68069
   53.62  216.18421  21.70699  214.38530  21.63400  430.56951    1.79891
   53.67  216.28765  21.92851  215.63210  21.90700  431.91975    0.65555
   53.72  212.51659  21.92869  214.61650  22.03400  427.13309   -2.09991
   53.77  213.62528  21.84835  214.33860  21.88900  427.96388   -0.71332
   53.82  217.75074  22.07127  218.11040  22.09600  435.86114   -0.35966
   53.87  217.33274  21.95962  218.71160  22.03100  436.04434   -1.37886
   53.92  219.17679  22.20402  220.33720  22.26500  439.51399   -1.16041
   53.97  218.30916  22.08515  225.36350  22.40900  443.67266   -7.05434
   54.02  224.45170  22.47322  229.26070  22.69600  453.71240   -4.80900
   54.07  226.50569  22.36179  221.48140  22.14600  447.98709    5.02429
   54.12  228.41530  22.64144  227.43910  22.60700  455.85440    0.97620
   54.17  226.05433  22.78409  226.79810  22.82600  452.85243   -0.74377
   54.22  233.10372  22.96121  236.29330  23.11000  469.39702   -3.18958
   54.27  236.22138  22.93940  234.51450  22.87300  470.73588    1.70688
   54.32  242.82589  23.39139  238.17610  23.19900  481.00199    4.64979
   54.37  237.83348  22.86608  239.78470  22.95800  477.61818   -1.95122
   54.42  247.09148  23.75293  248.20780  23.80900  495.29928   -1.11632
   54.47  247.55115  23.69382  252.72720  23.92300  500.27835   -5.17605
   54.52  256.06952  24.30178  258.74190  24.42400  514.81142   -2.67238
   54.57  254.99028  23.95621  256.79050  24.04000  511.78078   -1.80022
   54.62  263.11606  24.46391  261.26750  24.39600  524.38356    1.84856
   54.67  266.43381  24.64055  273.03390  24.92100  539.46771   -6.60009
   54.72  268.21012  26.33634  278.94750  26.81300  547.15762  -10.73738
   54.77  277.50091  26.64243  270.68410  26.35700  548.18501    6.81681
   54.82  286.30630  25.37284  280.88100  25.16700  567.18730    5.42530
   54.87  289.53813  24.20386  283.35020  23.98000  572.88833    6.18793
   54.92  297.99504  25.82237  298.27110  25.84300  596.26614   -0.27606
   54.97  307.16682  27.18312  298.95360  26.86600  606.12042    8.21322
   55.02  312.34541  26.07999  301.07820  25.66400  613.42361   11.26721
   55.07  313.46449  26.93452  311.67940  26.87700  625.14389    1.78509
   55.12  321.90516  27.13932  326.97350  27.34000  648.87866   -5.06834
   55.17  337.20185  27.75332  319.09150  27.08700  656.29335   18.11035
   55.22  340.00503  27.79443  329.52380  27.41800  669.52883   10.48123
   55.27  343.30765  27.70374  335.35080  27.42500  678.65845    7.95685
   55.32  352.84395  27.79447  339.90580  27.34400  692.74975   12.93815
   55.37  355.58242  28.38293  345.20600  28.02100  700.78842   10.37642
   55.42  365.42799  28.60881  353.21230  28.18800  718.64029   12.21569
   55.47  372.65581  28.73541  357.03350  28.20100  729.68931   15.62231
   55.52  376.59756  29.25112  365.31450  28.86700  741.91206   11.28306
   55.57  375.56734  28.86617  362.27670  28.41500  737.84404   13.29064
   55.62  377.56944  28.54145  368.53070  28.24500  746.10014    9.03874
   55.67  387.62575  29.32346  367.77020  28.65300  755.39595   19.85555
   55.72  389.22433  29.28495  367.51060  28.55400  756.73493   21.71373
   55.77  382.62997  29.18437  363.67020  28.54000  746.30017   18.95977
   55.82  390.93605  29.60654  370.57390  28.91800  761.50995   20.36215
   55.87  385.75808  29.32348  364.75410  28.61000  750.51218   21.00398
   55.92  377.39973  28.78397  362.43970  28.28000  739.83943   14.96003
   55.97  373.18428  28.49209  358.64840  28.00000  731.83268   14.53588
   56.02  370.46107  28.73844  347.93470  27.95500  718.39577   22.52637
   56.07  360.78097  27.89526  344.03340  27.31900  704.81437   16.74757
   56.12  355.69127  28.27094  337.31690  27.61900  693.00817   18.37437
   56.17  351.01625  27.93790  334.77370  27.36300  685.78995   16.24255
   56.22  341.91641  26.95421  322.44990  26.26700  664.36631   19.46651
   56.27  330.97160  26.53851  319.58230  26.13600  650.55390   11.38930
   56.32  328.21197  27.17326  309.33830  26.47300  637.55027   18.87367
   56.37  317.08456  26.74298  302.96080  26.21500  620.04536   14.12376
   56.42  305.28673  25.65008  299.52940  25.44200  604.81613    5.75733
   56.47  296.46950  24.92146  287.91650  24.60800  584.38600    8.55300
   56.52  290.05755  25.58902  283.98410  25.35800  574.04165    6.07345
   56.57  282.42711  25.07516  278.09570  24.91200  560.52281    4.33141
   56.62  275.61159  24.44215  265.11220  24.03000  540.72379   10.49939
   56.67  270.20712  24.30871  260.24000  23.91300  530.44712    9.96712
   56.72  257.54266  23.80510  253.04820  23.62700  510.59086    4.49446
   56.77  252.13319  23.38266  247.43170  23.19400  499.56489    4.70149
   56.82  246.95309  23.48269  242.20980  23.28900  489.16289    4.74329
   56.87  247.05330  23.00154  238.55910  22.65300  485.61240    8.49420
   56.92  237.27342  23.05231  230.81020  22.77800  468.08362    6.46322
   56.97  235.35783  22.14737  231.60630  21.99800  466.96413    3.75153
   57.02  228.31322  22.63596  230.53860  22.74300  458.85182   -2.22538
   57.07  232.65757  22.41347  226.55340  22.15700  459.21097    6.10417
   57.12  223.34395  22.22210  228.87440  22.47500  452.21835   -5.53045
   57.17  227.59942  21.96587  222.85270  21.76900  450.45212    4.74672
   57.22  221.44210  22.14699  223.78040  22.26000  445.22250   -2.33830
   57.27  218.83552  21.82451  217.84190  21.78800  436.67742    0.99362
   57.32  220.18191  22.36988  219.53370  22.34900  439.71561    0.64821
   57.37  217.51826  21.47744  219.95960  21.59300  437.47786   -2.44134
   57.42  208.84802  21.89132  216.05270  22.23500  424.90072   -7.20468
   57.47  215.37316  21.23362  218.75980  21.39000  434.13296   -3.38664
   57.52  214.42404  22.27213  222.57380  22.65600  436.99784   -8.14976
   57.57  210.50038  21.05724  217.67210  21.38300  428.17248   -7.17172
   57.62  211.63166  22.01172  220.30340  22.41900  431.93506   -8.67174
   57.67  210.18603  21.35368  218.03510  21.71400  428.22113   -7.84907
   57.72  209.85046  21.74425  220.01100  22.21700  429.86145  -10.16054
   57.77  210.96989  21.06928  220.20180  21.48400  431.17169   -9.23191
   57.82  210.12739  22.53938  215.38640  22.79900  425.51379   -5.25901
   57.87  210.08721  21.24588  221.09970  21.74500  431.18691  -11.01249
   57.92  208.51214  21.59233  221.54720  22.19400  430.05934  -13.03506
   57.97  209.29952  22.24859  219.81220  22.75000  429.11172  -10.51268
   58.02  205.68274  21.78406  219.15020  22.42000  424.83294  -13.46746
   58.07  211.44242  22.15187  217.17330  22.42700  428.61572   -5.73088
   58.12  212.11276  21.14669  222.10780  21.59500  434.22056   -9.99504
   58.17  207.19944  21.80490  225.53550  22.65600  432.73494  -18.33606
   58.22  212.07613  21.33245  226.61970  21.98300  438.69583  -14.54357
   58.27  211.48062  21.62220  224.61260  22.22100  436.09322  -13.13198
   58.32  212.63921  21.28402  220.25360  21.62900  432.89281   -7.61439
   58.37  210.40715  21.71259  225.62860  22.41000  436.03575  -15.22145
   58.42  211.57053  20.91052  221.15370  21.33700  432.72423   -9.58317
   58.47  210.28028  21.77506  224.15660  22.41500  434.43688  -13.87632
   58.52  204.24220  20.86618  225.13970  21.80300  429.38190  -20.89750
   58.57  209.32458  21.54679  223.00790  22.17300  432.33248  -13.68332
   58.62  212.96185  21.40647  221.14030  21.77900  434.10215   -8.17845
   58.67  213.95512  21.77952  222.36150  22.16500  436.31662   -8.40638
   58.72  209.93134  21.21462  224.78750  21.88200  434.71884  -14.85616
   58.77  214.79737  21.93642  230.71230  22.65700  445.50967  -15.91493
   58.82  222.41724  21.75909  231.15550  22.14600  453.57274   -8.73826
   58.87  226.55738  22.50675  238.87680  23.05500  465.43418  -12.31942
   58.92  237.59339  22.29290  246.31050  22.66300  483.90389   -8.71711
   58.97  244.51392  23.22657  247.82950  23.37600  492.34342   -3.31558
   59.02  249.86079  23.15940  259.68450  23.57100  509.54529   -9.82371
   59.07  251.49087  24.03241  260.85970  24.43900  512.35057   -9.36883
   59.12  259.76390  23.37060  266.85840  23.66300  526.62230   -7.09450
   59.17  263.35606  24.06337  269.97970  24.34100  533.33576   -6.62364
   59.22  262.97870  23.83340  269.21750  24.09400  532.19620   -6.23880
   59.27  267.51733  24.09399  267.43160  24.10000  534.94893    0.08573
   59.32  261.20314  23.66563  271.17070  24.07400  532.37384   -9.96756
   59.37  264.63717  24.21252  269.96730  24.43900  534.60447   -5.33013
   59.42  265.06944  24.04479  268.82510  24.20600  533.89454   -3.75566
   59.47  266.82854  24.10935  268.45120  24.18400  535.27974   -1.62266
   59.52  263.89253  23.92571  261.83870  23.85100  525.73123    2.05383
   59.57  256.22202  23.51506  262.12370  23.76400  518.34572   -5.90168
   59.62  248.43126  22.98306  252.74900  23.17000  501.18026   -4.31774
   59.67  241.34519  23.05556  246.11530  23.26800  487.46049   -4.77011
   59.72  234.50401  22.67274  235.04830  22.70500  469.55231   -0.54429
   59.77  223.75435  22.06182  229.61590  22.32700  453.37025   -5.86155
   59.82  214.10357  21.54579  213.18480  21.51200  427.28837    0.91877
   59.87  206.39491  21.07241  210.37680  21.26100  416.77171   -3.98189
   59.92  204.93619  21.01677  206.31080  21.08700  411.24699   -1.37461
   59.97  200.80075  20.97412  202.52580  21.06200  403.32655   -1.72505
   60.02  197.56904  20.60544  201.82510  20.81000  399.39414   -4.25606
   60.07  200.66146  20.99085  200.31720  20.98200  400.97866    0.34426
   60.12  199.35811  21.06881  199.68570  21.09300  399.04381   -0.32759
   60.17  198.01235  20.80179  203.32930  21.05800  401.34165   -5.31695
   60.22  198.21100  20.80950  198.71310  20.84100  396.92410   -0.50210
   60.27  194.70658  20.50771  200.06800  20.76600  394.77458   -5.36142
   60.32  197.23852  20.61457  198.60890  20.68600  395.84742   -1.37038
   60.37  192.85627  20.45973  197.74080  20.69800  390.59707   -4.88453
   60.42  193.93197  20.68165  199.12510  20.93600  393.05707   -5.19313
   60.47  197.11890  20.86044  194.28050  20.73300  391.39940    2.83840
   60.52  194.11834  20.45768  197.24160  20.61100  391.35994   -3.12326
   60.57  195.63224  20.74179  198.39180  20.88000  394.02404   -2.75956
   60.62  196.12301  20.65779  193.59120  20.54600  389.71421    2.53181
   60.67  198.22249  20.62992  194.86860  20.48100  393.09109    3.35389
   60.72  194.48798  20.86127  196.85830  20.98100  391.34628   -2.37032
   60.77  193.53002  20.30530  195.48830  20.40400  389.01832   -1.95828
   60.82  196.93369  20.59742  195.36760  20.53200  392.30129    1.56609
   60.87  192.17851  20.70520  191.59250  20.68500  383.77101    0.58601
   60.92  192.31722  20.25824  193.29080  20.31200  385.60802   -0.97358
   60.97  194.94319  20.56964  193.86930  20.52700  388.81249    1.07389
   61.02  197.34434  21.12685  191.03320  20.83000  388.37754    6.31114
   61.07  195.13380  20.46307  195.45690  20.48600  390.59070   -0.32310
   61.12  192.78470  19.87341  196.80660  20.06500  389.59130   -4.02190
   61.17  192.02858  21.14298  188.18860  20.96000  380.21718    3.83998
   61.22  193.84240  20.60275  197.75850  20.79600  391.60090   -3.91610
   61.27  195.70832  20.68831  194.77380  20.65200  390.48212    0.93452
   61.32  191.43772  19.49982  192.84730  19.57200  384.28502   -1.40958
   61.37  194.20039  19.16563  199.01890  19.38500  393.21929   -4.81851
   61.42  192.16842  21.10599  192.87780  21.14900  385.04622   -0.70938
   61.47  189.96092  20.05919  191.64380  20.14600  381.60472   -1.68288
   61.52  187.09458  34.66519  196.38520  35.43700  383.47978   -9.29062
   61.57  192.60158  36.53367  197.13630  36.92700  389.73788   -4.53472
   61.62  193.11471  16.84506  195.26840  16.93500  388.38311   -2.15369
   61.67  191.13049  18.13264  194.90390  18.29900  386.03439   -3.77341
   61.72  190.74195  23.34867  193.78570  23.52300  384.52765   -3.04375
   61.77  189.55140  19.95918  191.74710  20.07000  381.29850   -2.19570
   61.82  190.56385  23.69129  190.17900  23.67900  380.74285    0.38485
   61.87  189.34660  22.79906  191.13960  22.90400  380.48620   -1.79300
   61.92  198.40094  18.61659  197.04810  18.56700  395.44904    1.35284
   61.97  184.74324  24.61340  195.67590  25.26200  380.41914  -10.93266
   62.02  187.64366  18.69889  189.89790  18.80700  377.54156   -2.25424
   62.07  190.07873  18.67333  189.03280  18.63400  379.11153    1.04593
   62.12  191.11119  19.67057  193.95170  19.80800  385.06289   -2.84051
   62.17  191.56039  20.56636  194.51710  20.71500  386.07749   -2.95671
   62.22  194.39854  20.31763  190.64990  20.14900  385.04844    3.74864
   62.27  190.80046  20.32877  195.20780  20.54500  386.00826   -4.40734
   62.32  189.41645  20.29702  189.83690  20.32500  379.25335   -0.42045
   62.37  190.01822  20.26696  190.10960  20.27900  380.12782   -0.09138
   62.42  188.37363  20.01232  188.21720  20.01300  376.59083    0.15643
   62.47  190.61805  20.23444  191.20260  20.27000  381.82065   -0.58455
   62.52  190.22403  20.29852  191.16170  20.35100  381.38573   -0.93767
   62.57  189.99320  20.44834  189.40680  20.42800  379.40000    0.58640
   62.62  192.18318  20.39474  187.87830  20.19600  380.06148    4.30488
   62.67  188.61678  20.19553  193.17370  20.41900  381.79048   -4.55692
   62.72  189.55298  20.29292  187.44820  20.20000  377.00118    2.10478
   62.77  186.81167  19.85944  189.24750  19.98300  376.05917   -2.43583
   62.82  189.01902  20.46578  190.12310  20.52700  379.14212   -1.10408
   62.87  190.93905  20.28408  194.75730  20.47200  385.69635   -3.81825
   62.92  187.98582  20.37522  189.81250  20.47200  377.79832   -1.82668
   62.97  186.47367  20.04525  188.74430  20.16100  375.21797   -2.27063
   63.02  189.90430  20.47026  188.03720  20.38800  377.94150    1.86710
   63.07  189.02234  20.22219  191.33620  20.34000  380.35854   -2.31386
   63.12  189.63395  16.74686  192.26540  16.85600  381.89935   -2.63145
   63.17  187.26427  20.15120  188.28780  20.20800  375.55207   -1.02353
   63.32  189.81424  20.75511  185.11590  20.53200  374.93014    4.69834
   63.37  191.63200  16.94113  189.13690  16.84900  380.76890    2.49510
   63.42  184.24877  19.88737  188.60900  20.10500  372.85777   -4.36023
   63.47  185.20534  19.57436  189.28430  19.77300  374.48964   -4.07896
   63.52  187.88977  20.63083  185.67290  20.53000  373.56267    2.21687
   63.57  185.18395  20.21228  188.11820  20.36200  373.30215   -2.93425
   63.62  184.73497  20.08077  186.80430  20.18900  371.53927   -2.06933
   63.67  185.89764  19.88835  185.51820  19.87800  371.41584    0.37944
   63.72  185.46842  20.54844  187.29760  20.64700  372.76602   -1.82918
   63.77  182.62144  19.97059  187.57270  20.22000  370.19414   -4.95126
   63.82  186.75788  20.48457  185.74010  20.44200  372.49798    1.01778
   63.87  186.16581  19.97208  190.20440  20.17200  376.37021   -4.03859
   63.92  182.46897  20.31140  188.30150  20.60700  370.77047   -5.83253
   63.97  188.83715  20.14013  185.19530  19.97300  374.03245    3.64185
   64.02  183.53719  20.40674  187.98340  20.63400  371.52059   -4.44621
   64.07  187.72312  20.22032  187.50250  20.21800  375.22562    0.22062
   64.12  189.15133  20.99988  191.59460  21.12900  380.74593   -2.44327
   64.17  186.76157  20.26250  190.46190  20.44900  377.22347   -3.70033
   64.22  185.81917  20.62274  189.03300  20.79000  374.85217   -3.21383
   64.27  186.04187  19.86527  185.92450  19.86800  371.96637    0.11737
   64.32  185.09189  20.69486  183.66450  20.63100  368.75639    1.42739
   64.37  186.58091  21.34341  186.07440  21.32500  372.65531    0.50651
   64.42  185.42469  21.12814  183.45740  21.03600  368.88209    1.96729
   64.47  185.43056  20.40848  186.48330  20.46900  371.91386   -1.05274
   64.52  187.82521  20.11868  186.60990  20.06800  374.43511    1.21531
   64.57  187.62210  21.05976  183.74880  20.87200  371.37090    3.87330
   64.62  185.31029  19.98000  183.18250  19.88400  368.49279    2.12779
   64.67  185.65644  20.36267  185.09710  20.34300  370.75354    0.55934
   64.72  187.75198  20.27536  186.42070  20.21800  374.17268    1.33128
   64.77  184.94298  20.34613  182.35130  20.22600  367.29428    2.59168
   64.82  184.51600  19.89091  185.10100  19.92700  369.61700   -0.58500
   64.87  188.40567  20.73993  184.57640  20.55800  372.98207    3.82927
   64.92  187.65117  20.00616  185.28860  19.90100  372.93977    2.36257
   64.97  184.57474  20.29260  189.48730  20.54000  374.06204   -4.91256
   65.02  188.61286  20.10609  185.01340  19.94100  373.62626    3.59946
   65.07  186.32004  20.39023  188.90810  20.52500  375.22814   -2.58806
   65.12  187.84638  19.96524  185.89690  19.88000  373.74328    1.94948
   65.17  191.05942  20.98643  187.38390  20.81200  378.44332    3.67552
   65.22  190.03170  20.00749  186.87710  19.86600  376.90880    3.15460
   65.27  192.13016  20.48732  190.57250  20.42100  382.70266    1.55766
   65.32  191.77847  20.51001  190.85520  20.47400  382.63367    0.92327
   65.37  191.47370  20.63354  191.13970  20.62500  382.61340    0.33400
   65.42  190.82908  20.21023  190.32000  20.19400  381.14908    0.50908
   65.47  191.80847  20.52681  191.06540  20.49900  382.87387    0.74307
   65.52  192.14937  20.44556  194.53520  20.56700  386.68457   -2.38583
   65.57  190.10573  20.62658  191.28620  20.69200  381.39193   -1.18047
   65.62  189.91404  19.92008  189.49090  19.90800  379.40494    0.42314
   65.67  191.30685  20.76752  191.15500  20.76800  382.46185    0.15185
   65.72  193.03254  20.16083  193.85740  20.20700  386.88995   -0.82486
   65.77  193.46943  20.62045  191.89450  20.55300  385.36393    1.57493
   65.82  192.61270  20.46033  191.58920  20.41900  384.20190    1.02350
   65.87  194.42012  20.65941  189.37680  20.42600  383.79692    5.04332
   65.92  188.35544  20.06319  190.53000  20.17500  378.88544   -2.17456
   65.97  189.52980  20.08065  189.87130  20.10400  379.40110   -0.34150
   66.02  190.50034  20.36306  188.09860  20.25500  378.59894    2.40174
   66.07  189.37873  20.44220  191.58960  20.55700  380.96833   -2.21087
   66.12  182.84071  20.06675  189.90710  20.41800  372.74781   -7.06639
   66.17  189.94878  20.38966  187.89520  20.29900  377.84398    2.05358
   66.22  188.10973  20.08984  188.27450  20.10500  376.38423   -0.16477
   66.27  181.73131  20.18775  187.58790  20.48400  369.31921   -5.85659
   66.32  182.79779  19.55743  185.72060  19.70400  368.51839   -2.92281
   66.37  183.94749  20.00712  185.42170  20.08600  369.36919   -1.47421
   66.42  184.61805  20.21180  184.65550  20.22100  369.27355   -0.03745
   66.47  186.91676  20.15065  188.07700  20.21400  374.99376   -1.16024
   66.52  183.16627  19.97893  187.77390  20.20900  370.94017   -4.60763
   66.57  185.55539  20.21472  183.59220  20.12600  369.14759    1.96319
   66.62  186.10394  20.02230  190.67070  20.24800  376.77464   -4.56676
   66.67  185.19616  20.24255  187.22260  20.34800  372.41876   -2.02644
   66.72  182.16521  19.77625  183.56170  19.85100  365.72691   -1.39649
   66.77  187.13485  20.20640  184.47720  20.08500  371.61205    2.65765
   66.82  183.96508  20.25513  185.27910  20.32700  369.24418   -1.31402
   66.87  185.58707  19.95709  184.13230  19.89500  369.71937    1.45477
   66.92  185.50175  20.32740  187.07630  20.41200  372.57805   -1.57455
   66.97  182.29311  19.86998  185.01010  20.01000  367.30321   -2.71699
   67.02  188.58365  20.18190  186.93790  20.11000  375.52155    1.64575
   67.07  186.10865  20.22973  183.98350  20.13400  370.09215    2.12515
   67.12  185.74502  20.37413  185.39410  20.36500  371.13912    0.35092
   67.17  181.19503  19.58387  183.11320  19.68300  364.30823   -1.91817
