copy_to_clipboard 2Theta I_sum I_diff

  2Theta     I_plus   sI_plus    I_minus  sI_minus      I_sum     I_diff
   67.22  182.35222  20.25035  187.05010  20.49100  369.40232   -4.69788
   67.27  185.30484  20.02681  183.34340  19.94000  368.64824    1.96144
   67.32  184.34520  20.04858  187.68980  20.21900  372.03500   -3.34460
   67.37  186.84818  20.07170  185.98690  20.03800  372.83508    0.86128
   67.42  184.34192  20.41438  183.72320  20.39200  368.06512    0.61872
   67.47  184.80765  20.20087  185.07090  20.22200  369.87855   -0.26325
   67.52  184.49686  19.69556  181.97670  19.58200  366.47356    2.52016
   67.57  182.78517  20.66871  185.77250  20.82800  368.55767   -2.98733
   67.62  186.74740  21.03554  184.79530  20.94500  371.54270    1.95210
   67.67  189.79370  20.30728  187.87960  20.22300  377.67330    1.91410
   67.72  185.69485  20.78906  186.32250  20.82900  372.01735   -0.62765
   67.77  189.48555  21.80292  185.97190  21.63000  375.45745    3.51365
   67.82  188.39852  19.51060  186.16520  19.41400  374.56372    2.23332
   67.87  186.36521  19.99501  183.70530  19.87400  370.07051    2.65991
   67.92  188.73643  20.17695  183.34500  19.92500  372.08143    5.39143
   67.97  187.59067  20.23914  188.24470  20.27900  375.83537   -0.65403
   68.02  186.13257  19.90950  188.47670  20.02900  374.60927   -2.34413
   68.07  189.47885  20.20063  185.90780  20.03700  375.38665    3.57105
   68.12  184.14132  19.86747  186.66760  19.99700  370.80892   -2.52628
   68.17  183.67235  20.04609  184.85310  20.11100  368.52545   -1.18075
   68.22  189.60921  20.20928  191.72090  20.31700  381.33011   -2.11169
   68.27  191.19610  20.44769  188.15120  20.30900  379.34730    3.04490
   68.32  187.37398  20.02006  191.84030  20.23900  379.21428   -4.46632
   68.37  189.68946  20.08869  190.85740  20.15200  380.54686   -1.16794
   68.42  188.34273  20.27178  189.04590  20.31300  377.38863   -0.70317
   68.47  191.77418  20.26928  193.38670  20.35300  385.16088   -1.61252
   68.52  191.86996  20.38955  192.15890  20.41000  384.02886   -0.28894
   68.57  191.52692  20.28403  194.49820  20.43100  386.02512   -2.97128
   68.62  189.04873  19.99628  194.66630  20.26800  383.71503   -5.61757
   68.67  189.83658  20.26267  196.50980  20.58600  386.34638   -6.67322
   68.72  195.49122  20.60241  194.37210  20.55700  389.86332    1.11912
   68.77  193.72246  20.56085  201.87100  20.95100  395.59346   -8.14854
   68.82  195.69364  20.43706  196.76110  20.49500  392.45474   -1.06746
   68.87  194.17123  20.52173  198.68230  20.74200  392.85353   -4.51107
   68.92  194.72692  20.69577  200.21700  20.96300  394.94392   -5.49008
   68.97  191.12349  20.43277  201.21700  20.91600  392.34049  -10.09351
   69.02  202.68377  21.27523  199.64190  21.13900  402.32567    3.04187
   69.07  197.86390  20.57008  205.55580  20.93100  403.41970   -7.69190
   69.12  197.91765  21.08607  205.07440  21.43200  402.99205   -7.15675
   69.17  198.47583  20.56502  206.70950  20.95000  405.18533   -8.23367
   69.22  201.33588  21.07956  202.78360  21.15500  404.11948   -1.44772
   69.27  197.05811  20.53194  204.23090  20.87100  401.28901   -7.17279
   69.32  199.16296  20.91148  203.86300  21.14000  403.02596   -4.70004
   69.37  204.05528  20.33029  206.36030  20.44000  410.41558   -2.30502
   69.42  204.60501  22.99756  213.93550  23.47000  418.54051   -9.33049
   69.47  204.88520  30.40505  213.28120  30.96700  418.16640   -8.39600
   69.52  200.44356  21.70233  211.73480  22.24900  412.17836  -11.29124
   69.57  205.83927  18.09426  212.12550  18.34500  417.96477   -6.28623
   69.62  204.85670  21.24829  209.67570  21.47800  414.53240   -4.81900
   69.67  203.30229  20.68860  208.71530  20.94100  412.01759   -5.41301
   69.72  204.52405  21.28079  212.07110  21.63700  416.59515   -7.54705
   69.77  209.04987  21.21504  216.47770  21.55700  425.52757   -7.42783
   69.82  216.69140  22.17349  214.13540  22.06500  430.82680    2.55600
   69.87  214.34226  22.33859  223.64690  22.77600  437.98916   -9.30464
   69.92  217.55281  22.56005  223.96560  22.86300  441.51841   -6.41279
   69.97  223.08009  21.17777  225.45310  21.28600  448.53319   -2.37301
   70.02  218.27106  21.68870  229.39580  22.18400  447.66686  -11.12474
   70.07  221.10175  21.60875  228.84460  21.95200  449.94635   -7.74285
   70.12  226.41586  22.15158  229.41940  22.29000  455.83526   -3.00354
   70.17  224.45138  21.29537  230.66210  21.56500  455.11348   -6.21072
   70.22  223.98899  20.48930  230.75010  20.77100  454.73909   -6.76111
   70.27  228.53823  18.88697  230.86070  18.98000  459.39893   -2.32247
   70.32  229.99597  44.06766  232.45140  44.29600  462.44737   -2.45543
   70.37  222.24576  40.92799  228.31580  41.43900  450.56156   -6.07004
   70.42  228.56653  22.25712  231.63870  22.39900  460.20523   -3.07217
   70.47  229.97416  22.06568  230.72510  22.10600  460.69926   -0.75094
   70.52  231.21876  20.30562  229.74240  20.25500  460.96116    1.47636
   70.57  226.96371  19.64098  232.69070  19.86900  459.65441   -5.72699
   70.62  225.82580  22.54852  229.05070  22.70000  454.87650   -3.22490
   70.67  229.98167  21.73408  225.97790  21.57200  455.95957    4.00377
   70.72  237.17672  45.15089  222.61780  43.90700  459.79452   14.55892
   70.77  239.16783  40.85464  230.37610  40.19100  469.54393    8.79173
   70.82  220.56902  20.71803  221.93800  20.78400  442.50702   -1.36898
   70.87  222.91180  20.67797  218.17900  20.48800  441.09080    4.73280
   70.92  220.75219  21.05566  212.80500  20.72100  433.55719    7.94719
   70.97  215.48534  21.44352  211.78410  21.28600  427.26944    3.70124
   71.02  211.74665  21.23860  204.72620  20.92800  416.47285    7.02045
   71.07  205.75343  21.27199  202.09350  21.11000  407.84693    3.65993
   71.12  204.86108  20.92594  198.72520  20.65100  403.58628    6.13588
   71.17  203.77025  21.42870  198.19940  21.17300  401.96965    5.57085
   71.22  209.21668  21.21830  195.64710  20.60000  404.86378   13.56958
   71.27  201.90473  21.24365  197.06380  21.02200  398.96853    4.84093
   71.32  203.83344  20.82431  198.34760  20.58000  402.18104    5.48584
   71.37  205.17980  21.40473  195.47870  20.95400  400.65850    9.70110
   71.42  203.47876  20.87453  198.54470  20.65500  402.02346    4.93406
   71.47  202.34769  21.39529  193.03450  20.95700  395.38219    9.31319
   71.52  201.73429  21.07837  193.86020  20.71400  395.59449    7.87409
   71.57  198.43352  21.14716  193.91830  20.93900  392.35182    4.51522
   71.62  197.60769  20.72318  191.15330  20.42500  388.76099    6.45439
   71.67  202.21898  21.22900  196.53630  20.96800  398.75528    5.68268
   71.72  198.05032  20.44252  191.60150  20.15000  389.65182    6.44882
   71.77  201.39779  21.22316  192.06330  20.78500  393.46109    9.33449
   71.82  199.42780  20.66537  190.91400  20.27300  390.34180    8.51380
   71.87  199.13805  21.05491  190.00990  20.62500  389.14795    9.12815
   71.92  198.97413  21.03935  192.66620  20.74600  391.64033    6.30793
   71.97  194.80033  20.93907  192.55690  20.83900  387.35723    2.24343
   72.02  199.54818  20.66480  185.85320  20.02600  385.40138   13.69498
   72.07  194.28909  20.72849  185.44630  20.30900  379.73539    8.84279
   72.12  192.62946  20.49547  193.73350  20.55600  386.36296   -1.10404
   72.17  192.53872  20.58805  189.31610  20.44000  381.85482    3.22262
   72.22  192.82974  20.46792  190.85970  20.38200  383.68944    1.97004
   72.27  192.09958  20.73444  186.47520  20.46900  378.57478    5.62438
   72.32  191.85018  20.18261  188.83670  20.04800  380.68688    3.01348
   72.37  192.65941  20.51220  182.81580  20.04400  375.47521    9.84361
   72.42  191.27622  20.42624  187.24760  20.24000  378.52382    4.02862
   72.47  189.23775  20.36717  183.07050  20.07600  372.30825    6.16725
   72.52  189.19538  20.31238  182.47580  19.99500  371.67118    6.71958
   72.57  185.99264  20.27782  186.65260  20.31800  372.64524   -0.65996
   72.62  190.60345  20.39613  182.90930  20.03100  373.51275    7.69415
   72.67  187.15718  20.12033  184.30420  19.99100  371.46138    2.85298
   72.72  186.78441  20.31425  183.33140  20.15300  370.11581    3.45301
   72.77  187.96780  20.33014  181.56600  20.02500  369.53380    6.40180
   72.82  186.60556  20.30797  182.71430  20.12600  369.31986    3.89126
   72.87  187.25328  20.27737  183.75960  20.11500  371.01288    3.49368
   72.92  187.71034  20.35082  181.62610  20.06100  369.33644    6.08424
   72.97  185.08542  20.13518  182.20370  20.00200  367.28912    2.88172
   73.02  182.69699  20.13115  181.44290  20.07700  364.13989    1.25409
   73.07  181.31881  20.13896  183.46980  20.25300  364.78861   -2.15099
   73.12  181.91464  19.80975  182.61750  19.85200  364.53214   -0.70286
   73.17  182.27532  20.00022  180.04820  19.89900  362.32352    2.22712
   73.22  181.03312  20.00328  178.49000  19.88600  359.52312    2.54312
   73.27  178.56708  19.97821  184.54410  20.28200  363.11118   -5.97702
   73.32  180.92031  19.98562  178.94140  19.89400  359.86171    1.97891
   73.37  180.85560  19.83518  183.10230  19.95200  363.95790   -2.24670
   73.42  179.32793  20.02624  182.69580  20.20100  362.02373   -3.36787
   73.47  179.70431  19.63702  177.06210  19.51500  356.76641    2.64221
   73.52  182.04901  20.27717  183.49020  20.35700  365.53921   -1.44119
   73.57  181.35306  20.08146  179.12720  19.97800  360.48026    2.22586
   73.62  181.12114  20.11728  181.08930  20.12300  362.21044    0.03184
   73.67  178.91533  19.57062  180.28370  19.64500  359.19903   -1.36837
   73.72  182.47616  20.39148  181.93780  20.37200  364.41396    0.53836
   73.77  174.00815  19.61301  181.64480  20.00100  355.65295   -7.63665
   73.82  179.07520  20.15588  182.21600  20.32200  361.29120   -3.14080
   73.87  181.68352  20.11753  183.78450  20.22800  365.46802   -2.10098
   73.92  181.17882  19.98780  176.34480  19.75500  357.52362    4.83402
   73.97  176.95227  20.35367  174.57680  20.24000  351.52907    2.37547
   74.02  185.19055  21.14390  177.58720  20.76000  362.77775    7.60335
   74.07  178.23155  19.74880  178.19420  19.75500  356.42575    0.03735
   74.12  174.34310  19.66585  180.77740  19.99600  355.12050   -6.43430
   74.17  182.38698  20.52685  180.64590  20.44700  363.03288    1.74108
   74.22  178.95624  19.60255  179.83290  19.65300  358.78914   -0.87666
   74.27  178.48751  20.18564  179.10160  20.22500  357.58911   -0.61409
   74.32  178.25515  19.79265  181.38340  19.95500  359.63855   -3.12825
   74.37  180.93409  19.99984  176.69880  19.79700  357.63289    4.23529
   74.42  178.75109  20.02138  180.29830  20.10600  359.04939   -1.54721
   74.47  179.76067  19.98358  177.36340  19.87200  357.12407    2.39727
   74.52  178.29348  19.60586  176.86000  19.54300  355.15348    1.43348
   74.57  180.59321  19.97971  183.13220  20.11300  363.72541   -2.53899
   74.62  174.91678  19.42368  175.54220  19.46200  350.45898   -0.62542
   74.67  180.45367  19.90007  175.63510  19.66800  356.08877    4.81857
   74.72  176.87663  19.81052  178.54190  19.90100  355.41853   -1.66527
   74.77  176.96337  19.94909  180.77830  20.14800  357.74167   -3.81493
   74.82  179.16866  19.55478  177.96890  19.50300  357.13756    1.19976
   74.87  179.22139  19.81250  182.07330  19.96100  361.29469   -2.85191
   74.92  177.98840  19.51685  178.00990  19.52500  355.99830   -0.02150
   74.97  179.58449  19.77427  178.21400  19.71400  357.79849    1.37049
   75.02  180.80840  19.97951  175.49460  19.72300  356.30300    5.31380
   75.07  180.82553  19.83076  181.19830  19.85700  362.02383   -0.37277
   75.12  178.43341  19.71424  178.48080  19.72500  356.91421   -0.04739
   75.17  180.46761  19.71776  179.51940  19.67900  359.98701    0.94821
   75.22  179.39192  19.88405  178.93940  19.86900  358.33132    0.45252
   75.27  176.63239  19.68300  178.36070  19.77600  354.99309   -1.72831
   75.32  180.40121  19.78683  177.91330  19.67100  358.31451    2.48791
   75.37  179.61699  19.83985  176.31730  19.68400  355.93429    3.29969
   75.42  180.04072  19.91836  180.96270  19.97200  361.00342   -0.92198
   75.47  175.08047  19.60176  178.25890  19.76700  353.33937   -3.17843
   75.52  180.54261  19.92793  178.87610  19.85400  359.41871    1.66651
   75.57  178.56150  19.80188  183.00020  20.02700  361.56170   -4.43870
   75.62  178.10569  19.85919  182.38730  20.07800  360.49299   -4.28161
   75.67  176.98184  19.57132  181.82580  19.81700  358.80764   -4.84396
   75.72  183.29542  20.14574  176.13600  19.79700  359.43142    7.15942
   75.77  177.37537  19.75176  183.10240  20.04200  360.47777   -5.72703
   75.82  180.66007  19.92010  180.90870  19.94000  361.56877   -0.24863
   75.87  181.92904  20.16007  179.69630  20.05700  361.62534    2.23274
   75.92  185.34662  20.26472  179.97250  20.00700  365.31912    5.37412
   75.97  183.56976  19.91038  177.31970  19.61200  360.88946    6.25006
   76.02  176.75057  19.96888  181.82880  20.23100  358.57937   -5.07823
   76.07  179.37937  19.48391  181.76460  19.60700  361.14397   -2.38523
   76.12  185.36652  20.43591  184.68780  20.41000  370.05432    0.67872
   76.17  181.18977  19.75307  181.36310  19.76900  362.55287   -0.17333
   76.22  183.45624  19.93341  177.43490  19.64600  360.89114    6.02134
   76.27  186.29009  20.21844  178.42430  19.84000  364.71439    7.86579
   76.32  185.48920  19.91074  179.88150  19.64700  365.37070    5.60770
   76.37  179.60492  19.52823  180.81910  19.59500  360.42402   -1.21418
   76.42  177.03908  20.17271  180.91680  20.37700  357.95588   -3.87772
   76.47  184.33041  19.74915  182.78340  19.68200  367.11381    1.54701
   76.52  183.68279  20.34818  179.98770  20.17200  363.67049    3.69509
   76.57  183.82312  19.72250  178.97750  19.49600  362.80062    4.84562
   76.62  183.41133  20.17761  182.42420  20.13700  365.83553    0.98713
   76.67  186.89613  19.99350  180.21820  19.67800  367.11433    6.67793
   76.72  179.36058  19.97265  181.50940  20.08700  360.86998   -2.14882
   76.77  182.74225  19.99896  179.65900  19.85400  362.40125    3.08325
   76.82  181.22502  20.13284  187.22910  20.43600  368.45412   -6.00408
   76.87  182.65398  19.83620  179.10070  19.67100  361.75468    3.55328
   76.92  182.35887  20.17187  181.62570  20.14300  363.98457    0.73317
   76.97  180.82666  19.79600  184.42970  19.97900  365.25636   -3.60304
   77.02  181.71933  20.43292  184.60140  20.58500  366.32073   -2.88207
   77.07  184.41576  20.10310  183.12460  20.04700  367.54036    1.29116
   77.12  185.89661  17.19587  181.94010  17.03800  367.83671    3.95651
   77.17  181.86332  20.43067  180.37220  20.36300  362.23552    1.49112
   77.32  178.31200  19.94010  181.46050  20.10400  359.77250   -3.14850
   77.37  183.91551  16.59462  186.13450  16.69000  370.05001   -2.21899
   77.42  179.51501  19.61395  179.91050  19.64100  359.42551   -0.39549
   77.47  182.23911  20.29803  177.89430  20.08700  360.13341    4.34481
   77.52  181.31164  19.68182  178.94480  19.57400  360.25644    2.36684
   77.57  180.68645  20.24272  183.48780  20.39000  364.17425   -2.80135
   77.62  179.72513  19.54835  180.89070  19.61200  360.61583   -1.16557
   77.67  181.83343  20.28688  176.88720  20.04600  358.72063    4.94623
   77.72  178.30646  19.47064  182.00050  19.65700  360.30696   -3.69404
   77.77  178.06713  19.92973  183.20500  20.19200  361.27213   -5.13787
   77.82  181.21165  19.72588  179.25750  19.63800  360.46915    1.95415
   77.87  180.81240  20.12690  179.39980  20.06400  360.21220    1.41260
   77.92  179.16841  19.42935  175.37940  19.25200  354.54781    3.78901
   77.97  176.83635  19.94842  177.51400  19.99000  354.35035   -0.67765
   78.02  177.72943  19.50475  178.61430  19.55500  356.34373   -0.88487
   78.07  180.53855  19.84648  175.96730  19.62800  356.50585    4.57125
   78.12  180.70799  19.62784  176.80740  19.44500  357.51539    3.90059
   78.17  176.42092  19.68327  179.26700  19.83200  355.68792   -2.84608
   78.22  179.92958  19.46161  175.82490  19.26900  355.75448    4.10468
   78.27  179.77253  19.94643  179.38980  19.93500  359.16233    0.38273
   78.32  181.54882  19.70254  174.54000  19.36600  356.08882    7.00882
   78.37  179.98605  19.92302  179.68530  19.91600  359.67135    0.30075
   78.42  178.43498  19.51294  177.03370  19.45200  355.46868    1.40128
   78.47  180.08224  19.92259  178.81410  19.86700  358.89634    1.26814
   78.52  176.55318  19.38669  179.82900  19.55500  356.38218   -3.27582
   78.57  179.72574  19.87292  176.11180  19.70000  355.83754    3.61394
   78.62  176.83615  19.40631  181.12260  19.62300  357.95875   -4.28645
   78.67  172.89164  19.43652  176.70110  19.63400  349.59274   -3.80946
   78.72  173.99827  19.40151  179.09310  19.66200  353.09136   -5.09484
   78.77  174.53991  19.46586  180.39680  19.76300  354.93671   -5.85689
   78.82  179.09220  19.54140  179.49600  19.56800  358.58820   -0.40380
   78.87  179.60301  19.88305  180.09820  19.91500  359.70121   -0.49519
   78.92  175.82780  19.50903  180.56880  19.75000  356.39660   -4.74100
   78.97  175.81202  19.57115  179.43110  19.75900  355.24312   -3.61908
   79.02  177.44592  19.61090  178.18970  19.65500  355.63562   -0.74378
   79.07  178.41219  19.63861  181.64200  19.80400  360.05419   -3.22981
   79.12  176.95605  19.57609  178.37380  19.65300  355.32985   -1.41775
   79.17  178.11420  19.55844  177.96940  19.55800  356.08360    0.14480
   79.22  178.78467  19.73364  181.58470  19.87700  360.36937   -2.80003
   79.27  177.90470  19.67260  182.36060  19.89900  360.26530   -4.45590
   79.32  178.46744  19.60159  180.46880  19.70700  358.93624   -2.00136
   79.37  180.93418  19.97176  179.36540  19.90200  360.29958    1.56878
   79.42  179.77057  19.64071  179.54870  19.63700  359.31927    0.22187
   79.47  176.62395  19.62787  180.98540  19.85100  357.60935   -4.36145
   79.52  179.16287  19.91352  182.84540  20.10300  362.00827   -3.68253
   79.57  177.73731  19.38931  181.15820  19.56200  358.89551   -3.42089
   79.62  179.83541  19.99941  178.91420  19.96100  358.74961    0.92121
   79.67  178.32672  19.73785  183.44260  19.99700  361.76932   -5.11588
   79.72  182.00985  19.97039  180.54350  19.90500  362.55335    1.46635
   79.77  176.97763  19.87458  185.03190  20.28200  362.00953   -8.05427
   79.82  180.96467  19.87011  181.95800  19.92700  362.92267   -0.99333
   79.87  178.37676  19.58879  178.58590  19.60600  356.96266   -0.20914
   79.92  182.00588  20.24044  181.77410  20.23700  363.77998    0.23178
   79.97  175.27106  19.37364  179.90990  19.60900  355.18096   -4.63884
   80.02  175.86253  19.94924  178.89770  20.11000  354.76023   -3.03517
   80.07  176.70022  19.55739  183.41810  19.89400  360.11832   -6.71788
   80.12  181.90463  20.09764  183.01060  20.16000  364.91523   -1.10597
   80.17  180.67818  19.79100  183.35940  19.92900  364.03758   -2.68122
   80.22  178.81308  20.12400  180.75780  20.22900  359.57088   -1.94472
   80.27  176.67471  19.81750  182.76580  20.12800  359.44052   -6.09109
   80.32  180.55577  19.52772  179.00770  19.46000  359.56347    1.54807
   80.37  176.94396  20.05477  175.84060  20.00600  352.78456    1.10336
   80.42  178.56543  21.30690  179.97230  21.39000  358.53773   -1.40687
   80.47  182.68697  20.09536  182.20570  20.07900  364.89267    0.48127
   80.52  178.53130  20.23688  179.70650  20.30300  358.23780   -1.17520
   80.57  174.18573  19.98160  182.26100  20.39800  356.44673   -8.07527
   80.62  178.01603  19.54258  176.77010  19.48900  354.78613    1.24593
   80.67  178.18278  20.17474  176.98330  20.12200  355.16608    1.19948
   80.72  177.04588  19.70477  179.54860  19.83600  356.59448   -2.50272
   80.77  176.87673  19.97835  180.65980  20.17600  357.53653   -3.78307
   80.82  177.24522  19.73097  177.25410  19.73900  354.49932   -0.00888
   80.87  174.61882  19.89622  177.84770  20.06700  352.46652   -3.22888
   80.92  177.84877  19.72243  176.67800  19.67100  354.52677    1.17077
   80.97  176.09119  19.81164  177.92410  19.91100  354.01529   -1.83291
   81.02  174.67671  19.67479  178.25890  19.86200  352.93561   -3.58219
   81.07  179.49578  20.00958  176.26610  19.85500  355.76188    3.22968
   81.12  175.76803  19.74449  180.33670  19.98000  356.10473   -4.56867
   81.17  178.16182  19.93327  175.62820  19.81300  353.79002    2.53362
   81.22  173.69340  19.44051  179.35080  19.72900  353.04420   -5.65740
   81.27  174.20857  19.72902  173.69820  19.71100  347.90677    0.51037
   81.32  176.73235  19.57362  177.34530  19.61100  354.07765   -0.61295
   81.37  178.40541  20.08360  176.47770  19.99400  354.88311    1.92771
   81.42  174.57990  19.98402  180.19220  20.27600  354.77210   -5.61230
   81.47  171.27608  19.23221  180.17630  19.68000  351.45238   -8.90022
   81.52  174.24304  19.68002  177.30050  19.84100  351.54354   -3.05746
   81.57  171.51530  19.53710  174.59010  19.70000  346.10540   -3.07480
   81.62  174.14487  19.42920  175.96580  19.52700  350.11067   -1.82093
   81.67  177.09185  20.20454  176.16930  20.16600  353.26115    0.92255
   81.72  172.61991  19.60711  174.56940  19.71300  347.18931   -1.94949
   81.77  175.06978  19.61312  175.15290  19.62400  350.22268   -0.08312
   81.82  174.98433  20.34088  174.21140  20.30800  349.19573    0.77293
   81.87  174.34719  19.62020  179.44950  19.88200  353.79669   -5.10231
   81.92  174.38185  19.78004  175.47140  19.84300  349.85325   -1.08955
   81.97  175.07041  19.57356  180.30260  19.84100  355.37301   -5.23219
   82.02  172.96960  19.49399  176.07340  19.65700  349.04300   -3.10380
   82.07  173.25381  19.97584  176.35820  20.14300  349.61201   -3.10439
   82.12  178.43876  19.90949  177.89220  19.89000  356.33096    0.54656
   82.17  171.66649  19.49640  175.17900  19.68100  346.84549   -3.51251
   82.22  174.31410  19.91166  174.40560  19.92400  348.71970   -0.09150
   82.27  173.48016  19.69871  176.30150  19.84900  349.78166   -2.82134
   82.32  174.25947  20.13723  177.18730  20.29500  351.44677   -2.92783
   82.37  171.84270  19.23826  173.65330  19.33600  345.49600   -1.81060
   82.42  178.33366  20.23766  174.47810  20.04800  352.81176    3.85556
   82.47  172.39411  18.88987  173.16660  18.93500  345.56071   -0.77249
   82.52  177.21818  19.88964  176.30960  19.85200  353.52778    0.90858
   82.57  174.89060  19.95391  174.44090  19.93800  349.33150    0.44970
   82.62  171.87540  19.45076  173.81160  19.55600  345.68700   -1.93620
   82.67  173.87308  19.68437  178.03160  19.90100  351.90468   -4.15852
   82.72  171.20202  19.64432  175.69720  19.88000  346.89922   -4.49518
   82.77  173.26871  19.53901  175.51780  19.66000  348.78651   -2.24909
   82.82  170.24333  19.76536  177.02610  20.12100  347.26943   -6.78277
   82.87  173.67259  19.18559  173.89050  19.20400  347.56309   -0.21791
   82.92  173.67090  19.98822  175.86550  20.10900  349.53640   -2.19460
   82.97  173.03846  19.27441  173.05670  19.28300  346.09516   -0.01824
   83.02  172.12737  19.80833  175.88880  20.00800  348.01617   -3.76143
   83.07  175.12944  19.42854  173.52740  19.35700  348.65684    1.60204
   83.12  170.75803  19.94804  172.07330  20.02400  342.83133   -1.31527
   83.17  171.25715  18.97117  175.10290  19.16800  346.36005   -3.84575
   83.22  170.85693  19.53732  173.90380  19.70000  344.76073   -3.04687
   83.27  171.95586  19.31268  171.48810  19.29700  343.44396    0.46776
   83.32  173.49618  20.06407  174.77370  20.13800  348.26988   -1.27752
   83.37  173.14060  19.37665  172.18340  19.33600  345.32400    0.95720
   83.42  173.21967  20.03148  174.44130  20.10100  347.66097   -1.22163
   83.47  173.43789  19.28138  171.83520  19.20800  345.27309    1.60269
   83.52  176.26588  20.00033  175.73810  19.98100  352.00398    0.52778
   83.57  174.80429  20.42535  173.59640  20.36900  348.40069    1.20789
   83.62  177.71173  20.28959  170.72130  19.93600  348.43303    6.99043
   83.67  174.25751  20.04504  172.87540  19.98200  347.13291    1.38211
   83.72  174.36161  19.40921  172.23450  19.31100  346.59611    2.12711
   83.77  170.38745  20.00362  171.25660  20.05700  341.64405   -0.86915
   83.82  173.89695  19.06476  168.16970  18.78900  342.06665    5.72725
   83.87  173.91238  20.01353  173.11750  19.98000  347.02988    0.79488
   83.92  171.59004  19.00916  168.99360  18.88700  340.58364    2.59644
   83.97  174.50520  19.79027  174.04720  19.77500  348.55240    0.45800
   84.02  171.87070  19.40086  172.36160  19.43300  344.23230   -0.49090
   84.07  174.80562  19.70642  172.37870  19.59100  347.18432    2.42692
   84.12  172.92178  19.12473  172.98020  19.13500  345.90198   -0.05842
   84.17  176.77386  19.78055  168.87440  19.38800  345.64826    7.89946
   84.22  170.96051  18.98581  168.84490  18.88700  339.80541    2.11561
   84.27  173.36773  19.74880  175.28790  19.85400  348.65563   -1.92017
   84.32  176.63414  19.55239  172.48730  19.35300  349.12144    4.14684
   84.37  175.89394  19.48845  172.15000  19.30900  348.04394    3.74394
   84.42  175.17074  19.39350  171.40490  19.21400  346.57564    3.76584
   84.47  176.13465  19.77110  174.22920  19.68200  350.36385    1.90545
   84.52  171.75838  18.91146  173.73080  19.01500  345.48918   -1.97242
   84.57  173.11735  19.70155  175.44090  19.82600  348.55825   -2.32355
   84.62  174.26387  19.02603  172.16100  18.93000  346.42487    2.10287
   84.67  173.87305  19.58070  171.15450  19.45100  345.02755    2.71855
   84.72  176.29929  19.29408  173.70140  19.17300  350.00069    2.59789
   84.77  169.55854  19.34723  175.30890  19.64500  344.86744   -5.75036
   84.82  174.04852  19.38900  172.44650  19.31600  346.49502    1.60202
   84.87  171.90326  19.12051  176.01650  19.33100  347.91976   -4.11324
   84.92  173.56362  19.30202  175.59540  19.41100  349.15902   -2.03178
   84.97  177.61757  19.90365  174.56190  19.75800  352.17947    3.05567
   85.02  175.46328  19.23410  174.71800  19.20500  350.18128    0.74528
   85.07  170.05368  19.22810  178.30040  19.64700  348.35408   -8.24672
   85.12  171.33760  19.19512  178.91890  19.57800  350.25650   -7.58130
   85.17  171.97337  19.29752  173.52690  19.38200  345.50027   -1.55353
   85.22  172.85825  18.96040  175.93430  19.11800  348.79255   -3.07605
   85.27  173.86884  19.42172  177.35260  19.60300  351.22144   -3.48376
   85.32  175.23473  19.54394  175.64950  19.57300  350.88423   -0.41477
   85.37  175.13870  19.38177  175.58300  19.41100  350.72170   -0.44430
   85.42  170.94769  19.24469  171.29380  19.26900  342.24149   -0.34611
   85.47  174.06242  19.30946  172.43600  19.23600  346.49842    1.62642
   85.52  174.69972  19.34569  176.52770  19.44300  351.22742   -1.82798
   85.57  177.12426  19.62731  172.75850  19.41700  349.88276    4.36576
   85.62  175.00434  19.41436  177.04730  19.52300  352.05164   -2.04296
   85.67  175.98715  19.67793  173.69260  19.57000  349.67975    2.29455
   85.72  175.67545  19.37102  176.29970  19.40900  351.97515   -0.62425
   85.77  176.02902  19.61311  177.01620  19.67000  353.04522   -0.98718
   85.82  170.42931  19.25872  175.87280  19.53900  346.30211   -5.44349
   85.87  171.40280  19.31474  172.68150  19.38600  344.08430   -1.27870
   85.92  171.07738  19.26380  175.86140  19.51000  346.93878   -4.78402
   85.97  173.31817  19.28864  177.93010  19.52400  351.24827   -4.61193
   86.02  172.30784  19.50803  176.46990  19.72500  348.77774   -4.16206
   86.07  170.62274  19.30786  175.27070  19.54900  345.89344   -4.64796
   86.12  171.25564  19.25891  174.78750  19.44300  346.04314   -3.53186
   86.17  171.01764  19.26118  175.29120  19.48300  346.30884   -4.27356
   86.22  174.73709  19.66403  180.58350  19.96300  355.32059   -5.84641
   86.27  177.11950  19.40873  174.54130  19.29000  351.66080    2.57820
   86.32  174.25000  19.81936  178.43560  20.03800  352.68560   -4.18560
   86.37  175.07436  19.45966  178.31950  19.62700  353.39386   -3.24514
   86.42  173.67661  19.46165  177.10850  19.64000  350.78511   -3.43189
   86.47  173.87486  19.48249  175.86260  19.58900  349.73746   -1.98774
   86.52  176.48410  19.78246  177.84310  19.85800  354.32720   -1.35900
   86.57  179.07187  19.84490  174.61440  19.63000  353.68627    4.45747
   86.62  174.21355  19.69005  178.30580  19.90300  352.51935   -4.09225
   86.67  177.86103  19.88285  181.06930  20.05000  358.93033   -3.20827
   86.72  172.12893  19.66050  176.54830  19.89200  348.67723   -4.41937
   86.77  169.89912  19.72613  177.24970  20.11200  347.14882   -7.35058
   86.82  175.68291  20.66480  181.39000  20.97100  357.07291   -5.70709
