  2Theta(x)          dd      Delete          del         dd        I_sum(y)    I_diff(y2)
   23.77000  23219.03028  229.26438  23652.58000  231.25000  46871.61028   -433.54972
   23.82000  23509.94015  227.93240  23159.19000  226.49000  46669.13015    350.75015
   23.87000  23542.23900  228.35930  23808.11000  229.60000  47350.34900   -265.87100
   23.92000  23925.41363  236.62931  23757.95000  235.98000  47683.36363    167.46363
   23.97000  24240.81951  233.92155  23808.09000  232.14000  48048.90951    432.72951
   24.02000  24024.56744  228.53869  23661.38000  227.07000  47685.94744    363.18744
   24.07000  24189.48992  233.07001  24122.32000  232.86000  48311.80992     67.16992
   24.12000  24104.75990  228.42582  24326.95000  229.45000  48431.70990   -222.19010
   24.17000  24339.33786  229.03659  24795.43000  231.03000  49134.76786   -456.09214
   24.22000  24687.46786  237.54876  25228.63000  239.95000  49916.09786   -541.16214
   24.27000  24952.81458  235.33316  24764.68000  234.63000  49717.49458    188.13458
   24.32000  25152.27956  236.34788  25618.27000  238.39000  50770.54956   -465.99044
   24.37000  25369.73268  237.18166  25901.81000  239.48000  51271.54268   -532.07732
   24.42000  25735.93874  237.27248  26675.52000  241.19000  52411.45874   -939.58126
   24.47000  25707.83207  238.00248  26576.12000  241.65000  52283.95207   -868.28793
   24.52000  26459.04264  227.55906  26965.59000  229.59000  53424.63264   -506.54736
   24.57000  26863.10021  236.70134  27686.84000  240.01000  54549.94021   -823.73979
   24.62000  28326.15580  282.20280  28592.91000  283.50000  56919.06580   -266.75420
   24.67000  26833.84325  266.30633  28719.86000  274.62000  55553.70325  -1886.01675
   24.72000  28367.18332  244.10968  28421.41000  244.41000  56788.59332    -54.22668
   24.77000  28425.08856  234.84475  29202.13000  237.79000  57627.21856   -777.04144
   24.82000  28404.95466  253.58104  29511.07000  258.05000  57916.02466  -1106.11534
   24.87000  29637.07694  254.74212  30290.19000  257.34000  59927.26694   -653.11306
   24.92000  29518.14808  257.31907  29736.29000  258.27000  59254.43808   -218.14192
   24.97000  29236.71287  254.89289  30446.22000  259.64000  59682.93287  -1209.50713
   25.02000  30141.05994  254.35788  31601.69000  259.89000  61742.74994  -1460.63006
   25.07000  30243.24017  258.29997  31727.68000  263.99000  61970.92017  -1484.43983
   25.12000  30536.02180  261.17160  31962.64000  266.66000  62498.66180  -1426.61820
   25.17000  30327.93690  255.16388  32167.49000  262.07000  62495.42690  -1839.55310
   25.22000  31730.49391  270.62330  32506.00000  273.67000  64236.49391   -775.50609
   25.27000  30964.69372  258.17213  32519.05000  263.99000  63483.74372  -1554.35628
   25.32000  30618.11451  262.91268  32639.80000  270.63000  63257.91451  -2021.68549
   25.37000  30703.60608  259.79147  32459.69000  266.43000  63163.29608  -1756.08392
   25.42000  30660.91241  261.34254  32223.79000  267.32000  62884.70241  -1562.87759
   25.47000  30623.15236  264.15996  32123.42000  269.97000  62746.57236  -1500.26764
   25.52000  30529.99195  260.54797  31746.45000  265.24000  62276.44195  -1216.45805
   25.57000  30456.67418  257.12759  31396.30000  260.74000  61852.97418   -939.62582
   25.62000  28910.88599  258.41356  31186.97000  267.43000  60097.85599  -2276.08401
   25.67000  29737.06499  256.23150  30773.85000  260.29000  60510.91499  -1036.78501
   25.72000  28866.62817  260.12088  29896.85000  264.33000  58763.47817  -1030.22183
   25.77000  29189.83102  255.90889  29717.02000  258.06000  58906.85102   -527.18898
   25.82000  28537.03697  254.11213  29615.63000  258.46000  58152.66697  -1078.59303
   25.87000  27443.27518  243.63826  28902.19000  249.44000  56345.46518  -1458.91482
   25.92000  27304.50558  253.14029  28493.36000  258.11000  55797.86558  -1188.85442
   25.97000  27154.16343  257.71198  27826.17000  260.64000  54980.33343   -672.00657
   26.02000  26346.31347  247.92362  27416.84000  252.47000  53763.15347  -1070.52653
   26.07000  26137.54072  239.61891  27267.83000  244.29000  53405.37072  -1130.28928
   26.12000  26517.87678  245.35459  26889.94000  246.98000  53407.81678   -372.06322
   26.17000  25910.19963  247.73370  26775.63000  251.49000  52685.82963   -865.43037
   26.22000  25331.52265  235.16752  25946.83000  237.80000  51278.35265   -615.30735
   26.27000  25436.66487  243.14880  25425.74000  243.20000  50862.40487     10.92487
   26.32000  25059.47922  235.00803  25395.93000  236.51000  50455.40922   -336.45078
   26.37000  24464.99402  238.52611  25204.62000  241.82000  49669.61402   -739.62598
   26.42000  24628.65916  231.09037  25027.45000  232.84000  49656.10916   -398.79084
   26.47000  24515.84139  239.76610  24920.26000  241.62000  49436.10139   -404.41861
   26.52000  24291.36041  227.69001  24644.56000  229.25000  48935.92041   -353.19959
   26.57000  23984.04946  234.57292  24191.16000  235.57000  48175.20946   -207.11054
   26.62000  23779.36565  229.46002  24149.24000  231.15000  47928.60565   -369.87435
   26.67000  23649.67928  233.80856  24099.07000  235.87000  47748.74928   -449.39072
   26.72000  23522.52517  229.54731  23223.22000  228.32000  46745.74517    299.30517
   26.77000  23392.57297  230.23409  23891.00000  232.50000  47283.57297   -498.42703
   26.82000  23832.97807  228.39834  23614.83000  227.54000  47447.80807    218.14807
   26.87000  23228.99699  229.67313  23647.20000  231.59000  46876.19699   -418.20301
   26.92000  23524.27404  226.79041  23343.09000  226.09000  46867.36404    181.18404
   26.97000  23385.72614  233.85158  23903.45000  236.24000  47289.17614   -517.72386
   27.02000  23095.99824  224.95983  23140.50000  225.23000  46236.49824    -44.50176
   27.07000  22971.41317  227.68051  23347.85000  229.43000  46319.26317   -376.43683
   27.12000  23442.18715  227.57458  23264.51000  226.89000  46706.69715    177.67715
   27.17000  23149.24005  226.74680  23091.69000  226.58000  46240.93005     57.55005
   27.22000  23218.11191  227.07129  23115.64000  226.71000  46333.75191    102.47191
   27.27000  22992.20892  227.12547  22711.80000  225.97000  45704.00892    280.40892
   27.32000  23060.74417  226.46661  23102.87000  226.74000  46163.61417    -42.12583
   27.37000  23062.16983  228.80378  22853.69000  227.96000  45915.85983    208.47983
   27.42000  23474.61038  228.22710  23034.67000  226.39000  46509.28038    439.94038
   27.47000  22765.96125  222.96943  22455.24000  221.69000  45221.20125    310.72125
   27.52000  22886.79563  225.43353  22766.84000  224.99000  45653.63563    119.95563
   27.57000  22607.36541  224.35522  22671.04000  224.73000  45278.40541    -63.67459
   27.62000  22790.33140  223.34120  22816.16000  223.53000  45606.49140    -25.82860
   27.67000  22784.33337  224.20214  22994.48000  225.21000  45778.81337   -210.14663
   27.72000  22441.79002  222.63907  22303.05000  222.11000  44744.84002    138.74002
   27.77000  23104.39965  230.01072  22746.27000  228.49000  45850.66965    358.12965
   27.82000  22748.09076  221.28029  22892.49000  221.99000  45640.58076   -144.39924
   27.87000  22260.18536  222.66762  22754.29000  224.96000  45014.47536   -494.10464
   27.92000  22657.75194  225.56858  22514.94000  225.01000  45172.69194    142.81194
   27.97000  22580.23215  221.88850  22909.47000  223.41000  45489.70215   -329.23785
   28.02000  22431.53718  223.70796  22378.52000  223.56000  44810.05718     53.01718
   28.07000  22415.88662  223.78358  23045.37000  226.66000  45461.25662   -629.48338
   28.12000  22647.90586  224.11569  22435.86000  223.25000  45083.76586    212.04586
   28.17000  22256.59220  222.41913  22315.67000  222.77000  44572.26220    -59.07780
   28.22000  22625.04540  224.62890  22424.98000  223.82000  45050.02540    200.06540
   28.27000  22503.11896  223.54370  22407.64000  223.20000  44910.75896     95.47896
   28.32000  22345.70438  222.83492  22341.27000  222.90000  44686.97438      4.43438
   28.37000  22452.28861  225.01842  22539.21000  225.50000  44991.49861    -86.92139
   28.42000  22610.86950  222.51370  22861.60000  223.70000  45472.46950   -250.73050
   28.47000  22451.02894  223.39663  22983.91000  225.84000  45434.93894   -532.88106
   28.52000  22207.47058  224.86592  22552.64000  226.50000  44760.11058   -345.16942
   28.57000  22258.99469  224.92470  22515.89000  226.17000  44774.88469   -256.89531
   28.62000  22150.55315  223.01029  22530.36000  224.79000  44680.91315   -379.80685
   28.67000  22275.28873  222.23159  22843.85000  224.83000  45119.13873   -568.56127
   28.72000  22372.00347  225.72863  22548.92000  226.61000  44920.92347   -176.91653
   28.77000  22595.06237  224.44821  22432.55000  223.81000  45027.61237    162.51237
   28.82000  22393.56688  226.02475  22783.94000  227.87000  45177.50688   -390.37312
   28.87000  22840.79949  224.69225  22278.66000  222.28000  45119.45949    562.13949
   28.92000  22078.24607  225.35400  22377.20000  226.79000  44455.44607   -298.95393
   28.97000  21977.30771  221.75502  22652.03000  224.86000  44629.33771   -674.72229
   29.02000  22658.86345  231.45259  22427.87000  230.48000  45086.73345    230.99345
   29.07000  22322.02226  225.73547  22603.98000  227.09000  44926.00226   -281.95774
   29.12000  22234.99329  223.96455  22047.13000  223.20000  44282.12329    187.86329
   29.17000  22348.21588  234.21809  22752.25000  236.19000  45100.46588   -404.03412
   29.22000  22043.76197  228.63040  22987.48000  233.05000  45031.24197   -943.71803
   29.27000  22448.45010  224.28664  22163.37000  223.09000  44611.82010    285.08010
   29.32000  22049.35823  220.58035  22809.39000  224.03000  44858.74823   -760.03177
   29.37000  22487.57790  232.11155  21964.14000  229.77000  44451.71790    523.43790
   29.42000  22687.06105  222.51726  22405.95000  221.36000  45093.01105    281.11105
   29.47000  22342.02398  227.84033  22411.61000  228.24000  44753.63398    -69.58602
   29.52000  22247.94844  226.86469  22537.18000  228.27000  44785.12844   -289.23156
   29.57000  22116.29515  221.02720  22431.24000  222.51000  44547.53515   -314.94485
   29.62000  22241.52561  224.61026  22369.36000  225.27000  44610.88561   -127.83439
   29.67000  22763.88311  225.19077  22336.48000  223.37000  45100.36311    427.40311
   29.72000  22245.95717  224.83350  22832.65000  227.54000  45078.60717   -586.69283
   29.77000  22786.07214  230.09613  22975.84000  231.04000  45761.91214   -189.76786
   29.82000  22664.13386  220.10759  22920.63000  221.30000  45584.76386   -256.49614
   29.87000  22863.43310  223.87370  22735.22000  223.40000  45598.65310    128.21310
   29.92000  22538.68305  223.50434  22823.15000  224.85000  45361.83305   -284.46695
   29.97000  22256.71370  230.98163  22757.64000  233.39000  45014.35370   -500.92630
   30.02000  22856.13631  224.28686  22944.22000  224.75000  45800.35631    -88.08369
   30.07000  22827.31262  223.35120  22554.38000  222.24000  45381.69262    272.93262
   30.12000  22420.79006  224.30195  22863.12000  226.36000  45283.91006   -442.32994
   30.17000  22453.15478  220.90627  22260.08000  220.14000  44713.23478    193.07478
   30.22000  22461.12471  220.79945  22314.20000  220.24000  44775.32471    146.92471
   30.27000  22091.02497  211.07739  22365.10000  212.32000  44456.12497   -274.07503
   30.32000  22535.75670  227.32719  22505.10000  227.28000  45040.85670     30.65670
   30.37000  22005.92835  225.21210  21995.99000  225.25000  44001.91835      9.93835
   30.42000  24118.76526  264.25022  23917.37000  263.36000  48036.13526    201.39526
   30.47000  24488.25542  274.20966  24083.22000  272.28000  48571.47542    405.03542
   30.52000  22482.05299  207.73249  22118.26000  206.30000  44600.31299    363.79299
   30.57000  22206.72171  212.46783  22268.15000  212.81000  44474.87171    -61.42829
   30.62000  22505.34544  222.34122  22458.61000  222.22000  44963.95544     46.73544
   30.67000  22735.25703  220.98894  22508.22000  220.08000  45243.47703    227.03703
   30.72000  22690.10321  225.69627  22638.48000  225.56000  45328.58321     51.62321
   30.77000  22855.56839  219.48522  22447.30000  217.80000  45302.86839    408.26839
   30.82000  22875.64900  220.97244  23072.45000  221.91000  45948.09900   -196.80100
   30.87000  22857.86912  227.68358  22841.15000  227.69000  45699.01912     16.71912
   30.92000  23155.47120  226.44431  23055.45000  226.09000  46210.92120    100.02120
   30.97000  22859.90498  221.73845  22962.51000  222.28000  45822.41498   -102.60502
   31.02000  22617.55727  229.68572  22715.66000  230.22000  45333.21727    -98.10273
   31.07000  22997.69115  219.97674  22815.45000  219.28000  45813.14115    182.24115
   31.12000  23176.64214  231.56015  22606.63000  229.08000  45783.27214    570.01214
   31.17000  22889.76574  223.67766  23398.05000  225.97000  46287.81574   -508.28426
   31.22000  22890.24202  217.85520  23038.47000  218.57000  45928.71202   -148.22798
   31.27000  22995.78581  218.29498  23114.26000  218.88000  46110.04581   -118.47419
   31.32000  23184.62020  228.61159  23038.35000  228.04000  46222.97020    146.27020
   31.37000  23318.58062  230.47489  23178.03000  229.94000  46496.61062    140.55062
   31.42000  23461.30918  228.62817  23174.64000  227.46000  46635.94918    286.66918
   31.47000  23225.86047  224.01435  23394.81000  224.83000  46620.67047   -168.94953
   31.52000  22891.83522  227.04897  23150.76000  228.27000  46042.59522   -258.92478
   31.57000  22963.20656  219.90354  22731.99000  218.99000  45695.19656    231.21656
   31.62000  22708.55181  225.99315  23065.89000  227.67000  45774.44181   -357.33819
   31.67000  23106.20192  225.69911  22648.79000  223.77000  45754.99192    457.41192
   31.72000  22732.65750  221.64806  22820.99000  222.12000  45553.64750    -88.33250
   31.77000  22843.48436  225.52212  22935.97000  226.01000  45779.45436    -92.48564
   31.82000  22734.56049  227.03087  23628.03000  231.06000  46362.59049   -893.46951
   31.87000  22880.65971  221.09713  22980.88000  221.62000  45861.53971   -100.22029
   31.92000  21979.81570  229.60370  22911.68000  234.00000  44891.49570   -931.86430
   31.97000  22467.53331  215.40501  23177.72000  218.50000  45645.25331   -710.18669
   32.02000  22827.14308  229.99648  22749.35000  229.73000  45576.49308     77.79308
   32.07000  22370.25882  222.23209  22382.20000  222.37000  44752.45882    -11.94118
   32.12000  22458.09706  223.37904  22703.70000  224.56000  45161.79706   -245.60294
   32.17000  22245.55977  219.60556  22383.26000  220.30000  44628.81977   -137.70023
   32.22000  22747.51196  237.80078  21901.60000  233.90000  44649.11196    845.91196
   32.27000  22035.17215  219.82407  21885.14000  219.24000  43920.31215    150.03215
   32.32000  22224.35030  223.99068  22331.63000  224.56000  44555.98030   -107.27970
   32.37000  22442.71906  229.98646  22205.42000  228.98000  44648.13906    237.29906
