group_hkl orto

  28180  -3   2  1     103.24        0.72  52.86  -134.41  -17.66   0.00    7.96A
  28181  -1   2  0     105.50        0.51  28.39  -130.05    0.36   0.00    7.97A
  28182  -1   2  1     256.72        0.78  29.18  -126.89  -17.62   0.00    7.97A
  28183   0   1  0       2.77        0.08  12.21  -119.01    0.19   0.00    7.99A
  28184  -2   3  0      58.16        0.58  50.26  -115.41    0.53   0.00    7.99A
  28185  -2   3  1     203.61        0.98  52.01  -112.66  -17.44   0.00    8.00A
  28186   0   1  1     171.92        0.42  12.48  -112.73  -17.80   0.00    8.01A
  28187  -3   3  0      35.85        0.45  65.46  -111.59    0.51   0.00    8.02A
  28188  -1   3  0     537.59        1.50  42.12  -108.03    0.55   0.00    8.00A
  28189  -3   3  1     129.70        0.71  68.80  -107.75  -17.47   0.00    8.01A
  28190   0   2  0     475.03        0.99  25.03  -106.19    0.38   0.00    7.99A
  28191  -1   3  1     376.64        1.25  43.40  -105.40  -17.42   0.00    8.01A
  28192   0   2  1      11.38        0.21  25.68  -102.84  -17.60   0.00    8.01A
  28193   0   3  0       1.57        0.17  39.40   -91.82    0.57   0.00    8.05A
  28194   0   3  1     203.96        0.89  40.53   -89.22  -17.40   0.00    8.07A
  28195  -1   4  0     618.85        1.71  60.87   -84.77    0.74   0.00    8.09A
  28196  -1   4  1      98.63        0.67  63.42   -81.63  -17.22   0.00    8.07A
  28197   1   2  0     100.08        0.50  28.42   -75.61    0.40   0.00    8.10A
  28198   0   4  0    1228.42        2.40  57.81   -73.41    0.76   0.00    8.11A
  28199   1   2  1     212.84        0.71  29.14   -72.59  -17.58   0.00    8.11A
  28200   0   4  1     277.23        1.13  60.01   -70.53  -17.20   0.00    8.11A
  28201   1   3  0     527.23        1.48  42.16   -70.15    0.59   0.00    8.10A
  28202   1   1  0     170.59        0.51  17.67   -67.79    0.21   0.00    8.12A
  28203   1   3  1     365.46        1.23  43.38   -67.63  -17.38   0.00    8.10A
  28204   1   1  1      34.01        0.23  18.04   -63.36  -17.78   0.00    8.10A
  28205   1   4  0     614.69        1.70  60.93   -55.88    0.78   0.00    8.13A
  28206   1   4  1      97.55        0.67  63.40   -52.84  -17.18   0.00    8.13A
  28207   2   2  0     846.25        1.73  37.39   -48.08    0.42   0.00    8.13A
  28208   2   3  0      55.25        0.56  50.35   -46.47    0.61   0.00    8.13A
  28209   2   2  1     118.74        0.67  38.39   -45.47  -17.56   0.00    8.12A
  28210   2   3  1     184.75        0.94  51.96   -43.91  -17.36   0.00    8.17A
  28211   2   1  0     214.45        0.72  28.94   -38.27    0.23   0.00    8.12A
  28212   2   1  1     326.48        0.88  29.64   -35.25  -17.75   0.00    8.13A
  28213   1   0  0       3.88        0.09  12.56   -28.73    0.02   0.00    8.14A
  28214   3   2  0     175.99        0.95  51.09   -23.14    0.44   0.00    8.15A
  28215   1   0  1     243.29        0.50  12.73   -22.40  -17.97   0.00    8.15A
  28216   3   2  1     106.18        0.72  52.74   -20.54  -17.53   0.00    8.15A
  28217   3   3  0      35.01        0.44  65.62   -19.84    0.63   0.00    8.14A
  28218   3   3  1     126.85        0.71  68.68   -16.35  -17.34   0.00    8.13A
  28219   3   1  0     111.03        0.72  43.33   -15.92    0.25   0.00    8.14A
  28220   2   0  0     378.38        0.90  25.79   -15.51    0.04   0.00    8.14A
  28221   3   1  1     119.74        0.74  44.57   -13.35  -17.73   0.00    8.13A
  28222   2   0  1       1.79        0.26  26.37   -12.13  -17.95   0.00    8.15A
  28223   3   0  0       3.14        0.16  40.73    -0.56    0.06   0.00    8.11A
  28224   3   0  1     248.90        1.00  41.86     2.10  -17.93   0.00    8.14A
  28225   4   1  0     331.20        1.23  63.59     8.63    0.27   0.00    8.11A
  28226   4   1  1     156.88        0.80  66.39    11.99  -17.71   0.00    8.10A
  28227   2  -1  0     230.92        0.75  28.91    13.57   -0.15   0.00    8.11A
  28228   2  -1  1     348.04        0.91  29.60    16.82  -18.15   0.00    8.11A
  28229   4   0  0     705.81        1.83  60.46    19.16    0.08   0.00    8.10A
  28230   3  -1  0     119.26        0.74  43.29    19.97   -0.13   0.00    8.09A
  28231   1  -1  0     190.47        0.54  17.65    20.60   -0.17   0.00    8.11A
  28232   4   0  1       1.56        0.15  62.92    22.31  -17.91   0.00    8.09A
  28233   3  -1  1     127.08        0.75  44.55    22.69  -18.13   0.00    8.12A
  28234   1  -1  1      36.81        0.24  17.98    25.51  -18.18   0.00    8.07A
  28235   4  -1  0     361.54        1.28  63.52    35.89   -0.11   0.00    8.07A
  28236   4  -1  1     180.64        0.86  66.42    39.41  -18.11   0.00    8.06A
  28237   2  -2  0    1025.80        1.90  37.33    40.28   -0.34   0.00    8.05A
  28238   3  -2  0     212.11        1.04  51.01    42.70   -0.32   0.00    8.07A
  28239   2  -2  1     139.88        0.72  38.36    43.23  -18.35   0.00    8.05A
  28240   3  -2  1     118.66        0.76  52.75    45.58  -18.33   0.00    8.06A
  28241   1  -2  0      94.75        0.48  28.39    49.95   -0.36   0.00    8.05A
  28242   1  -2  1     194.78        0.67  29.10    53.44  -18.38   0.00    8.03A
  28243   0  -1  0       2.28        0.06  12.21    60.99   -0.19   0.00    8.00A
  28244   2  -3  0      46.48        0.53  50.26    64.59   -0.53   0.00    7.97A
  28245   2  -3  1     167.99        0.89  52.01    67.58  -18.55   0.00    7.97A
  28246   0  -1  1     150.40        0.39  12.41    68.14  -18.19   0.00    7.97A
  28247   3  -3  0      28.92        0.42  65.46    68.41   -0.51   0.00    8.04A
  28248   1  -3  0     452.83        1.38  42.12    71.97   -0.55   0.00    7.97A
  28249   3  -3  1     108.16        0.65  68.83    72.40  -18.53   0.00    7.95A
  28250   0  -2  0     388.31        0.90  25.03    73.81   -0.38   0.00    7.95A
  28251   1  -3  1     311.44        1.14  43.42    74.97  -18.57   0.00    7.95A
  28252   0  -2  1       8.23        0.17  25.65    77.71  -18.39   0.00    7.96A
  28253   0  -3  0       1.64        0.18  39.40    88.18   -0.57   0.00    7.94A
  28254   0  -3  1     173.36        0.82  40.60    91.27  -18.59   0.00    7.96A
  28255   1  -4  0     541.12        1.61  60.87    95.23   -0.74   0.00    7.96A
  28256   1  -4  1      84.08        0.63  63.68    98.88  -18.77   0.00    7.95A
  28257  -1  -2  0      86.52        0.47  28.42   104.39   -0.40   0.00    7.96A
  28258   0  -4  0    1102.41        2.31  57.81   106.59   -0.76   0.00    7.96A
  28259  -1  -2  1     179.29        0.65  29.21   108.02  -18.42   0.00    7.95A
  28260  -1  -3  0     453.95        1.38  42.16   109.85   -0.59   0.00    7.95A
  28261   0  -4  1     249.44        1.07  60.30   110.05  -18.80   0.00    7.96A
  28262  -1  -1  0     187.41        0.53  17.67   112.21   -0.21   0.00    7.96A
  28263  -1  -3  1     302.61        1.12  43.53   112.94  -18.62   0.00    7.95A
  28264  -1  -1  1      37.27        0.24  18.11   117.37  -18.22   0.00    7.94A
  28265   2   0  0     377.64        2.02  25.79   -15.51    0.04   0.00    8.15A
